,clase,veil-color,ring-type,population,habitat
2225,e,w,p,y,d
2226,e,w,e,s,g
2227,e,w,p,y,d
2228,e,w,p,v,d
2229,e,w,p,v,d
2230,e,w,p,v,d
2231,e,w,p,y,d
2232,e,w,p,v,d
2233,e,w,p,v,d
2234,e,w,p,y,d
2235,e,w,p,y,d
2236,e,w,e,s,g
2237,p,w,l,y,p
2238,e,w,p,y,d
2239,e,w,p,y,d
2240,p,w,p,v,g
2241,e,w,p,y,d
2242,e,w,p,y,d
2243,e,w,p,v,d
2244,e,w,p,v,d
2245,e,w,p,v,d
2246,e,w,e,a,g
2247,e,w,p,y,d
2248,e,w,p,y,d
2249,e,w,p,y,d
2250,e,w,p,y,d
2251,e,w,e,s,g
2252,e,w,p,v,d
2253,e,w,p,v,d
2254,e,w,p,y,d
2255,e,w,p,y,d
2256,e,w,p,v,d
2257,e,w,p,v,d
2258,e,w,p,v,d
2259,e,w,e,a,g
2260,e,w,p,y,d
2261,e,w,p,y,d
2262,e,w,p,y,d
2263,e,w,p,y,d
2264,e,w,p,y,d
2265,e,w,e,a,g
2266,e,w,p,v,d
2267,e,w,p,y,d
2268,e,w,p,v,d
2269,e,w,p,v,d
2270,e,w,e,s,g
2271,e,w,p,v,d
2272,e,w,p,y,d
2273,e,w,p,v,d
2274,e,w,p,y,d
2275,e,w,p,y,d
2276,e,w,p,y,d
2277,e,w,p,v,d
2278,e,w,p,v,d
2279,e,w,p,y,d
2280,e,w,p,y,d
2281,e,w,p,v,d
2282,e,w,p,y,d
2283,e,w,p,y,d
2284,p,w,p,v,d
2285,e,w,p,y,d
2286,e,w,p,y,d
2287,p,w,p,s,u
2288,e,w,p,y,d
2289,e,w,p,y,d
2290,e,w,p,v,d
2291,e,w,p,v,d
2292,e,w,p,v,d
2293,e,w,p,y,d
2294,e,w,e,s,g
2295,e,w,p,v,d
2296,e,w,e,s,g
2297,e,w,p,y,d
2298,e,w,p,v,d
2299,e,w,p,v,d
2300,e,w,p,v,d
2301,e,w,p,v,d
2302,e,w,p,y,d
2303,e,w,p,v,d
2304,e,w,p,y,d
2305,e,w,p,v,d
2306,e,w,p,v,d
2307,e,w,p,y,d
2308,e,w,p,v,d
2309,e,w,p,y,d
2310,e,w,p,v,d
2311,e,w,p,y,d
2312,e,w,p,v,d
2313,e,w,p,y,d
2314,e,w,p,v,d
2315,e,w,p,v,d
2316,e,w,p,y,d
2317,e,w,p,y,d
2318,e,w,p,v,d
2319,e,w,p,y,d
2320,e,w,p,v,d
2321,e,w,p,y,d
2322,e,w,p,y,d
2323,e,w,p,y,d
2324,e,w,p,v,d
2325,e,w,p,y,d
2326,e,w,p,v,d
2327,e,w,p,v,d
2328,e,w,p,y,d
2329,e,w,p,v,d
2330,e,w,p,v,d
2331,e,w,p,y,d
2332,e,w,p,y,d
2333,e,w,p,y,d
2334,e,w,p,v,d
2335,e,w,p,v,d
2336,e,w,p,v,d
2337,e,w,p,y,d
2338,e,w,p,y,d
2339,e,w,p,v,d
2340,e,w,p,y,d
2341,e,w,p,v,d
2342,e,w,p,v,d
2343,e,w,p,y,d
2344,e,w,p,v,d
2345,e,w,e,s,g
2346,e,w,p,y,d
2347,e,w,e,s,g
2348,e,w,p,y,d
2349,e,w,p,y,d
2350,p,w,p,s,u
2351,e,w,p,v,d
2352,e,w,p,y,d
2353,e,w,p,y,d
2354,e,w,p,v,d
2355,e,w,p,v,d
2356,e,w,p,y,d
2357,e,w,p,y,d
2358,e,w,p,v,d
2359,e,w,p,y,d
2360,e,w,p,y,d
2361,e,w,p,y,d
2362,e,w,p,y,d
2363,e,w,p,v,d
2364,e,w,p,y,d
2365,e,w,p,v,d
2366,e,w,e,a,g
2367,e,w,p,v,d
2368,e,w,p,y,d
2369,e,w,p,y,d
2370,e,w,p,y,d
2371,e,w,p,y,d
2372,e,w,p,v,d
2373,e,w,p,y,d
2374,p,w,p,v,u
2375,e,w,p,v,d
2376,e,w,e,s,g
2377,e,w,e,s,g
2378,e,w,p,v,d
2379,e,w,p,y,d
2380,e,w,p,v,d
2381,e,w,p,v,d
2382,e,w,p,y,d
2383,e,w,p,v,d
2384,p,w,l,y,d
2385,e,w,p,y,d
2386,e,w,e,a,g
2387,p,w,p,v,g
2388,e,w,p,y,d
2389,e,w,p,v,d
2390,e,w,p,y,d
2391,e,w,p,v,d
2392,e,w,p,v,d
2393,e,w,p,v,d
2394,e,w,p,y,d
2395,e,w,p,v,d
2396,e,w,p,y,d
2397,e,w,p,y,d
2398,e,w,p,y,d
2399,p,w,p,v,g
2400,e,w,p,v,d
2401,e,w,p,v,d
2402,e,w,p,v,d
2403,e,w,p,v,d
2404,e,w,p,v,d
2405,e,w,p,y,d
2406,e,w,p,y,d
2407,e,w,p,y,d
2408,e,w,p,y,d
2409,e,w,p,v,d
2410,e,w,p,v,d
2411,e,w,p,v,d
2412,e,w,p,v,d
2413,e,w,p,v,d
2414,e,w,p,y,d
2415,e,w,p,v,d
2416,e,w,p,y,d
2417,e,w,p,y,d
2418,e,w,p,v,d
2419,e,w,p,y,d
2420,e,w,p,v,d
2421,e,w,p,y,d
2422,e,w,p,y,d
2423,e,w,p,y,d
2424,e,w,p,v,d
2425,p,w,p,v,d
2426,e,w,p,y,d
2427,e,w,p,y,d
2428,e,w,p,y,d
2429,e,w,p,v,d
2430,e,w,p,y,d
2431,e,w,p,y,d
2432,e,w,p,y,d
2433,e,w,p,v,d
2434,e,w,p,y,d
2435,e,w,p,y,d
2436,e,w,p,v,d
2437,e,w,p,y,d
2438,e,w,p,v,d
2439,e,w,p,y,d
2440,e,w,p,y,d
2441,e,w,p,y,d
2442,p,w,l,y,g
2443,e,w,p,v,d
2444,e,w,p,y,d
2445,e,w,p,v,d
2446,e,w,p,y,d
2447,e,w,p,v,d
2448,e,w,p,y,d
2449,e,w,p,y,d
2450,e,w,p,y,d
2451,e,w,e,a,g
2452,e,w,p,y,d
2453,e,w,p,y,d
2454,e,w,p,v,d
2455,e,w,p,y,d
2456,e,w,p,v,d
2457,e,w,p,y,d
2458,e,w,p,v,d
2459,e,w,p,v,d
2460,e,w,p,y,d
2461,e,w,p,y,d
2462,e,w,p,v,d
2463,e,w,p,y,d
2464,e,w,p,v,d
2465,e,w,p,v,d
2466,e,w,p,v,d
2467,e,w,p,y,d
2468,e,w,p,v,d
2469,e,w,p,v,d
2470,e,w,p,v,d
2471,e,w,p,v,d
2472,e,w,p,v,d
2473,e,w,p,y,d
2474,e,w,p,v,d
2475,e,w,p,v,d
2476,e,w,p,y,d
2477,p,w,p,s,u
2478,e,w,e,s,g
2479,e,w,p,v,d
2480,e,w,p,y,d
2481,p,w,p,s,d
2482,e,w,p,y,d
2483,e,w,p,v,d
2484,e,w,p,y,d
2485,e,w,p,v,d
2486,e,w,e,s,g
2487,e,w,p,v,d
2488,e,w,p,v,d
2489,e,w,p,v,d
2490,e,w,p,y,d
2491,e,w,p,v,d
2492,e,w,p,v,d
2493,e,w,p,y,d
2494,p,w,p,v,u
2495,e,w,p,y,d
2496,e,w,p,y,d
2497,e,w,p,v,d
2498,e,w,p,v,d
2499,e,w,e,s,g
2500,e,w,e,a,g
2501,e,w,p,v,d
2502,e,w,p,v,d
2503,e,w,p,y,d
2504,e,w,p,y,d
2505,e,w,p,y,d
2506,e,w,p,y,d
2507,e,w,p,v,d
2508,e,w,p,v,d
2509,e,w,p,y,d
2510,e,w,p,v,d
2511,p,w,p,s,d
2512,e,w,p,y,d
2513,e,w,p,y,d
2514,e,w,p,v,d
2515,e,w,p,v,d
2516,e,w,p,y,d
2517,e,w,e,s,g
2518,e,w,p,y,d
2519,e,w,p,v,d
2520,e,w,p,v,d
2521,e,w,p,v,d
2522,e,w,p,y,d
2523,e,w,p,y,d
2524,e,w,p,v,d
2525,e,w,p,y,d
2526,e,w,p,y,d
2527,e,w,p,v,d
2528,e,w,p,y,d
2529,e,w,p,v,d
2530,e,w,p,y,d
2531,e,w,p,y,d
2532,p,w,l,y,p
2533,e,w,p,v,d
2534,e,w,p,v,d
2535,p,w,l,v,d
2536,e,w,p,v,d
2537,e,w,p,v,d
2538,p,w,l,y,d
2539,p,w,p,s,d
2540,e,w,p,v,d
2541,e,w,p,y,d
2542,e,w,p,v,d
2543,e,w,p,y,d
2544,e,w,p,v,d
2545,e,w,p,y,d
2546,e,w,p,y,d
2547,e,w,p,v,d
2548,e,w,p,y,d
2549,e,w,p,v,d
2550,e,w,p,y,d
2551,e,w,p,v,d
2552,e,w,p,y,d
2553,e,w,p,y,d
2554,e,w,p,v,d
2555,e,w,p,v,d
2556,e,w,p,v,d
2557,e,w,p,v,d
2558,e,w,p,y,d
2559,p,w,p,v,d
2560,e,w,p,y,d
2561,e,w,p,v,d
2562,e,w,p,y,d
2563,e,w,p,v,d
2564,e,w,p,y,d
2565,p,w,l,y,d
2566,e,w,p,y,d
2567,e,w,p,v,d
2568,e,w,p,v,d
2569,e,w,p,v,d
2570,p,w,l,v,g
2571,e,w,p,y,d
2572,e,w,p,v,d
2573,e,w,p,v,d
2574,e,w,p,y,d
2575,e,w,p,y,d
2576,e,w,p,y,d
2577,e,w,p,y,d
2578,e,w,p,y,d
2579,e,w,p,v,d
2580,e,w,p,v,d
2581,e,w,p,v,d
2582,e,w,p,v,d
2583,e,w,p,v,d
2584,e,w,p,v,d
2585,e,w,p,y,d
2586,e,w,p,v,d
2587,e,w,p,v,d
2588,e,w,p,v,d
2589,e,w,p,y,d
2590,e,w,p,v,d
2591,e,w,p,y,d
2592,e,w,p,v,d
2593,p,w,l,v,p
2594,e,w,p,y,d
2595,e,w,p,y,d
2596,e,w,p,y,d
2597,e,w,p,y,d
2598,e,w,p,v,d
2599,e,w,p,y,d
2600,e,w,p,y,d
2601,e,w,p,v,d
2602,e,w,p,y,d
2603,e,w,p,v,d
2604,p,w,l,v,p
2605,e,w,p,v,d
2606,e,w,p,v,d
2607,e,w,p,y,d
2608,e,w,p,v,d
2609,e,w,p,y,d
2610,e,w,p,v,d
2611,e,w,p,y,d
2612,e,w,p,y,d
2613,e,w,p,v,d
2614,e,w,p,y,d
2615,e,w,p,y,d
2616,e,w,p,y,d
2617,e,w,p,y,d
2618,e,w,p,y,d
2619,e,w,p,v,d
2620,e,w,p,v,d
2621,e,w,p,y,d
2622,e,w,p,y,d
2623,e,w,p,v,d
2624,e,w,p,v,d
2625,e,w,p,v,d
2626,p,w,p,v,d
2627,e,w,p,v,d
2628,e,w,p,y,d
2629,e,w,e,a,g
2630,e,w,p,v,d
2631,e,w,p,y,d
2632,e,w,p,v,d
2633,e,w,p,v,d
2634,e,w,p,v,d
2635,e,w,p,y,d
2636,e,w,p,v,d
2637,e,w,p,v,d
2638,e,w,p,v,d
2639,e,w,p,y,d
2640,e,w,p,v,d
2641,e,w,p,v,d
2642,e,w,p,v,d
2643,e,w,p,y,d
2644,e,w,p,y,d
2645,e,w,p,y,d
2646,e,w,e,s,g
2647,e,w,p,v,d
2648,e,w,p,y,d
2649,e,w,p,y,d
2650,e,w,p,v,d
2651,e,w,p,y,d
2652,e,w,p,y,d
2653,e,w,p,v,d
2654,e,w,p,v,d
2655,e,w,p,y,d
2656,e,w,p,v,d
2657,e,w,p,v,d
2658,e,w,p,y,d
2659,e,w,p,v,d
2660,e,w,p,v,d
2661,e,w,p,y,d
2662,e,w,p,v,d
2663,e,w,p,v,d
2664,e,w,p,y,d
2665,e,w,p,v,d
2666,e,w,p,y,d
2667,e,w,p,y,d
2668,e,w,p,y,d
2669,e,w,p,v,d
2670,e,w,p,y,d
2671,e,w,p,v,d
2672,e,w,p,y,d
2673,e,w,p,v,d
2674,e,w,p,v,d
2675,e,w,p,v,d
2676,e,w,p,v,d
2677,e,w,p,y,d
2678,e,w,p,y,d
2679,e,w,p,v,d
2680,e,w,p,y,d
2681,e,w,p,v,d
2682,p,w,p,v,d
2683,e,w,p,y,d
2684,e,w,p,v,d
2685,e,w,p,y,d
2686,e,w,p,v,d
2687,e,w,p,y,d
2688,e,w,p,v,d
2689,e,w,e,a,g
2690,e,w,p,y,d
2691,e,w,p,v,d
2692,e,w,p,v,d
2693,e,w,p,v,d
2694,e,w,p,y,d
2695,e,w,p,y,d
2696,p,w,l,y,g
2697,e,w,p,v,d
2698,e,w,p,v,d
2699,e,w,p,v,d
2700,e,w,p,y,d
2701,e,w,p,v,d
2702,e,w,p,y,d
2703,e,w,p,v,d
2704,e,w,p,v,d
2705,e,w,p,y,d
2706,e,w,p,v,d
2707,e,w,p,y,d
2708,e,w,p,v,d
2709,e,w,p,v,d
2710,e,w,p,y,d
2711,e,w,p,y,d
2712,e,w,p,y,d
2713,e,w,p,v,d
2714,e,w,p,y,d
2715,e,w,p,y,d
2716,e,w,p,v,d
2717,e,w,p,y,d
2718,e,w,p,v,d
2719,e,w,p,v,d
2720,e,w,p,y,d
2721,e,w,p,y,d
2722,e,w,p,v,d
2723,e,w,p,v,d
2724,e,w,p,y,d
2725,e,w,p,y,d
2726,e,w,p,y,d
2727,e,w,p,v,d
2728,e,w,p,y,d
2729,e,w,e,s,g
2730,e,w,p,y,d
2731,e,w,p,y,d
2732,e,w,p,y,d
2733,e,w,p,y,d
2734,e,w,p,v,d
2735,e,w,p,y,d
2736,e,w,p,y,d
2737,e,w,p,y,d
2738,e,w,p,y,d
2739,e,w,p,y,d
2740,e,w,p,y,d
2741,e,w,p,y,d
2742,e,w,p,v,d
2743,e,w,p,v,d
2744,e,w,p,y,d
2745,e,w,p,v,d
2746,e,w,p,y,d
2747,e,w,p,y,d
2748,p,w,p,v,d
2749,e,w,p,y,d
2750,e,w,p,y,d
2751,e,w,p,y,d
2752,e,w,p,v,d
2753,e,w,p,v,d
2754,e,w,p,v,d
2755,e,w,p,y,d
2756,e,w,p,v,d
2757,e,w,p,y,d
2758,e,w,p,y,d
2759,e,w,p,y,d
2760,e,w,p,y,d
2761,e,w,p,y,d
2762,e,w,p,v,d
2763,e,w,p,v,d
2764,e,w,p,v,d
2765,p,w,l,v,d
2766,e,w,p,v,d
2767,e,w,p,y,d
2768,e,w,p,y,d
2769,p,w,l,y,d
2770,e,w,p,v,d
2771,e,w,p,v,d
2772,e,w,p,v,d
2773,e,w,p,v,d
2774,e,w,p,y,d
2775,e,w,p,v,d
2776,e,w,p,v,d
2777,e,w,p,v,d
2778,e,w,p,v,d
2779,e,w,p,y,d
2780,e,w,p,v,d
2781,e,w,p,y,d
2782,e,w,p,y,d
2783,e,w,p,v,d
2784,e,w,p,y,d
2785,e,w,p,y,d
2786,e,w,p,y,d
2787,e,w,e,s,g
2788,e,w,p,y,d
2789,e,w,p,y,d
2790,e,w,p,y,d
2791,e,w,p,v,d
2792,e,w,p,y,d
2793,e,w,p,v,d
2794,e,w,p,v,d
2795,e,w,p,v,d
2796,p,w,p,s,d
2797,e,w,p,y,d
2798,e,w,p,v,d
2799,e,w,p,y,d
2800,e,w,e,s,g
2801,e,w,p,y,d
2802,e,w,p,v,d
2803,e,w,p,y,d
2804,e,w,p,y,d
2805,e,w,p,y,d
2806,e,w,p,v,d
2807,e,w,p,v,d
2808,e,w,p,v,d
2809,e,w,p,v,d
2810,e,w,p,v,d
2811,e,w,p,v,d
2812,e,w,p,y,d
2813,e,w,p,v,d
2814,e,w,p,v,d
2815,e,w,p,y,d
2816,e,w,e,s,g
2817,e,w,p,y,d
2818,e,w,p,y,d
2819,e,w,p,v,d
2820,e,w,p,y,d
2821,e,w,p,y,d
2822,e,w,p,v,d
2823,e,w,p,y,d
2824,e,w,p,v,d
2825,e,w,p,v,d
2826,e,w,p,v,d
2827,e,w,p,y,d
2828,e,w,p,y,d
2829,e,w,p,v,d
2830,e,w,p,y,d
2831,e,w,p,v,d
2832,e,w,p,y,d
2833,e,w,p,v,d
2834,e,w,p,y,d
2835,e,w,p,v,d
2836,e,w,p,y,d
2837,e,w,p,y,d
2838,e,w,p,y,d
2839,e,w,p,v,d
2840,p,w,p,v,d
2841,e,w,p,y,d
2842,e,w,p,v,d
2843,e,w,e,s,g
2844,e,w,p,y,d
2845,e,w,p,y,d
2846,e,w,p,y,d
2847,e,w,p,y,d
2848,e,w,p,v,d
2849,e,w,p,y,d
2850,e,w,p,y,d
2851,e,w,p,v,d
2852,e,w,p,v,d
2853,e,w,p,y,d
2854,e,w,p,v,d
2855,e,w,p,y,d
2856,e,w,p,v,d
2857,e,w,p,y,d
2858,e,w,p,y,d
2859,p,w,p,s,d
2860,e,w,p,v,d
2861,e,w,p,v,d
2862,e,w,p,y,d
2863,e,w,p,v,d
2864,e,w,p,y,d
2865,e,w,p,y,d
2866,e,w,p,y,d
2867,e,w,p,y,d
2868,e,w,p,v,d
2869,e,w,p,v,d
2870,e,w,p,v,d
2871,e,w,p,y,d
2872,e,w,p,y,d
2873,e,w,p,y,d
2874,e,w,p,y,d
2875,e,w,p,y,d
2876,e,w,p,y,d
2877,e,w,p,y,d
2878,e,w,p,y,d
2879,e,w,p,v,d
2880,e,w,e,s,g
2881,e,w,p,v,d
2882,e,w,p,y,d
2883,e,w,p,v,d
2884,e,w,p,y,d
2885,e,w,p,v,d
2886,p,w,p,v,d
2887,e,w,p,v,d
2888,e,w,p,v,d
2889,e,w,e,a,g
2890,e,w,p,y,d
2891,p,w,p,v,d
2892,e,w,p,v,d
2893,e,w,p,v,d
2894,e,w,p,v,d
2895,e,w,p,v,d
2896,e,w,p,v,d
2897,e,w,p,y,d
2898,e,w,p,v,d
2899,e,w,p,y,d
2900,e,w,p,y,d
2901,e,w,p,v,d
2902,p,w,l,y,p
2903,e,w,p,y,d
2904,e,w,p,v,d
2905,e,w,p,y,d
2906,e,w,p,y,d
2907,e,w,p,y,d
2908,e,w,p,y,d
2909,e,w,p,y,d
2910,e,w,p,y,d
2911,e,w,p,v,d
2912,e,w,p,v,d
2913,e,w,p,y,d
2914,e,w,p,v,d
2915,e,w,p,y,d
2916,e,w,p,y,d
2917,e,w,p,y,d
2918,e,w,p,v,d
2919,e,w,p,y,d
2920,e,w,p,v,d
2921,e,w,p,y,d
2922,e,w,p,y,d
2923,e,w,p,y,d
2924,e,w,p,y,d
2925,p,w,l,y,p
2926,e,w,p,v,d
2927,e,w,p,y,d
2928,e,w,p,v,d
2929,e,w,p,v,d
2930,e,w,p,y,d
2931,e,w,p,y,d
2932,e,w,p,v,d
2933,e,w,p,v,d
2934,e,w,p,v,d
2935,e,w,p,v,d
2936,p,w,l,v,p
2937,e,w,p,y,d
2938,e,w,p,y,d
2939,e,w,p,v,d
2940,e,w,p,v,d
2941,e,w,p,y,d
2942,e,w,p,v,d
2943,e,w,p,v,d
2944,e,w,p,y,d
2945,e,w,p,y,d
2946,e,w,p,v,d
2947,e,w,p,v,d
2948,e,w,p,v,d
2949,e,w,p,y,d
2950,e,w,p,v,d
2951,e,w,p,y,d
2952,e,w,p,y,d
2953,e,w,p,y,d
2954,e,w,p,v,d
2955,e,w,p,y,d
2956,e,w,p,y,d
2957,e,w,p,y,d
2958,e,w,p,v,d
2959,e,w,p,v,d
2960,e,w,p,y,d
2961,e,w,p,y,d
2962,e,w,p,y,d
2963,e,w,p,y,d
2964,e,w,p,v,d
2965,e,w,e,s,g
2966,e,w,p,v,d
2967,e,w,p,y,d
2968,e,w,p,y,d
2969,e,w,p,y,d
2970,e,w,p,v,d
2971,e,w,p,v,d
2972,e,w,p,y,d
2973,e,w,p,y,d
2974,e,w,p,y,d
2975,e,w,p,v,d
2976,e,w,p,y,d
2977,e,w,p,y,d
2978,e,w,p,v,d
2979,e,w,p,v,d
2980,e,w,p,v,d
2981,e,w,p,v,d
2982,e,w,p,v,d
2983,e,w,p,y,d
2984,e,w,p,y,d
2985,e,w,p,y,d
2986,e,w,p,v,d
2987,e,w,p,y,d
2988,e,w,p,v,d
2989,p,w,l,v,d
2990,e,w,p,v,d
2991,e,w,p,y,d
2992,e,w,p,y,d
2993,e,w,p,v,d
2994,e,w,p,v,d
2995,e,w,p,y,d
2996,e,w,p,y,d
2997,e,w,p,v,d
2998,e,w,p,v,d
2999,e,w,p,v,d
3000,p,w,l,v,p
3001,e,w,p,y,d
3002,p,w,l,y,d
3003,p,w,p,s,d
3004,e,w,p,y,d
3005,e,w,p,v,d
3006,e,w,p,y,d
3007,e,w,p,y,d
3008,p,w,l,y,p
3009,e,w,p,v,d
3010,e,w,p,y,d
3011,e,w,p,y,d
3012,p,w,p,s,d
3013,e,w,p,y,d
3014,e,w,p,v,d
3015,p,w,l,v,g
3016,p,w,l,y,p
3017,e,w,p,v,d
3018,e,w,p,v,d
3019,e,w,p,v,d
3020,e,w,p,v,d
3021,e,w,p,y,d
3022,e,w,p,v,d
3023,e,w,p,y,d
3024,e,w,p,v,d
3025,p,w,p,s,d
3026,p,w,l,y,d
3027,e,w,p,y,d
3028,e,w,p,v,d
3029,e,w,p,v,d
3030,e,w,p,y,d
3031,e,w,p,y,d
3032,e,w,p,v,d
3033,p,w,l,v,p
3034,e,w,p,y,d
3035,e,w,p,v,d
3036,p,w,p,s,d
3037,e,w,p,y,d
3038,e,w,p,v,d
3039,p,w,l,v,g
3040,p,w,l,v,d
3041,e,w,p,v,d
3042,e,w,p,v,d
3043,e,w,p,v,d
3044,e,w,p,v,d
3045,e,w,p,v,d
3046,p,w,p,v,d
3047,e,w,p,y,d
3048,e,w,p,v,d
3049,e,w,p,y,d
3050,e,w,p,v,d
3051,p,w,p,v,d
3052,e,w,p,v,d
3053,e,w,p,y,d
3054,e,w,p,v,d
3055,e,w,p,v,d
3056,p,w,p,s,d
3057,p,w,p,s,d
3058,e,w,p,y,d
3059,p,w,l,y,d
3060,p,w,p,v,d
3061,p,w,l,v,p
3062,e,w,p,v,d
3063,p,w,l,y,p
3064,e,w,p,v,d
3065,e,w,p,y,d
3066,e,w,p,y,d
3067,p,w,p,s,d
3068,p,w,l,v,p
3069,e,w,p,v,d
3070,e,w,p,y,d
3071,e,w,p,y,d
3072,p,w,l,v,p
3073,e,w,p,y,d
3074,p,w,l,y,p
3075,e,w,p,y,d
3076,e,w,p,v,d
3077,p,w,l,v,p
3078,e,w,p,v,d
3079,e,w,p,y,d
3080,e,w,p,y,d
3081,p,w,l,v,p
3082,e,w,p,v,d
3083,e,w,p,v,d
3084,p,w,l,v,g
3085,e,w,p,y,d
3086,p,w,l,y,d
3087,e,w,p,y,d
3088,p,w,l,y,g
3089,p,w,l,y,p
3090,p,w,l,y,g
3091,e,w,p,y,d
3092,p,w,l,v,g
3093,e,w,p,v,d
3094,p,w,p,v,d
3095,e,w,p,v,d
3096,p,w,p,s,d
3097,e,w,p,y,d
3098,e,w,p,y,d
3099,e,w,p,y,d
3100,e,w,p,y,d
3101,p,w,l,y,g
3102,p,w,l,y,p
3103,p,w,p,s,d
3104,e,w,p,v,d
3105,e,w,p,y,d
3106,e,w,p,v,d
3107,e,w,p,y,d
3108,p,w,l,v,g
3109,p,w,p,v,d
3110,e,w,p,y,d
3111,e,w,p,v,d
3112,e,w,p,v,d
3113,e,w,p,v,d
3114,e,w,p,y,d
3115,e,w,p,y,d
3116,e,w,p,v,d
3117,p,w,p,v,d
3118,p,w,p,v,d
3119,e,w,p,y,d
3120,e,w,p,y,d
3121,p,w,l,y,d
3122,e,w,p,v,d
3123,p,w,p,s,d
3124,e,w,p,y,d
3125,e,w,p,y,d
3126,e,w,p,v,d
3127,e,w,p,v,d
3128,e,w,p,y,d
3129,e,w,p,v,d
3130,e,w,p,y,d
3131,e,w,p,y,d
3132,e,w,p,v,d
3133,e,w,p,y,d
3134,e,w,p,y,d
3135,e,w,p,v,d
3136,e,w,p,v,d
3137,p,w,l,v,p
3138,e,w,p,y,d
3139,e,w,p,v,d
3140,p,w,l,y,d
3141,e,w,p,y,d
3142,e,w,p,y,d
3143,e,w,p,y,d
3144,e,w,p,y,d
3145,e,w,p,v,d
3146,p,w,p,s,d
3147,p,w,p,s,d
3148,e,w,p,v,d
3149,e,w,p,y,d
3150,e,w,p,y,d
3151,p,w,l,y,d
3152,e,w,p,v,d
3153,e,w,p,y,d
3154,e,w,p,y,d
3155,p,w,p,s,d
3156,e,w,p,v,d
3157,e,w,p,v,d
3158,p,w,l,y,d
3159,e,w,p,y,d
3160,p,w,l,v,p
3161,p,w,p,s,d
3162,e,w,p,v,d
3163,p,w,l,v,p
3164,p,w,p,s,d
3165,p,w,l,v,p
3166,e,w,p,v,d
3167,p,w,l,v,p
3168,p,w,p,s,d
3169,e,w,p,y,d
3170,e,w,p,v,d
3171,e,w,p,y,d
3172,p,w,l,v,p
3173,p,w,p,v,d
3174,e,w,p,v,d
3175,e,w,p,y,d
3176,e,w,p,y,d
3177,e,w,p,v,d
3178,p,w,l,v,g
3179,e,w,p,v,d
3180,p,w,p,v,d
3181,p,w,p,s,d
3182,e,w,p,y,d
3183,e,w,p,y,d
3184,e,w,p,v,d
3185,e,w,p,v,d
3186,p,w,l,v,d
3187,p,w,l,y,p
3188,e,w,p,y,d
3189,p,w,l,v,g
3190,p,w,p,s,d
3191,e,w,p,y,d
3192,p,w,l,v,d
3193,e,w,p,y,d
3194,e,w,p,v,d
3195,e,w,p,y,d
3196,e,w,p,v,d
3197,e,w,p,v,d
3198,p,w,l,v,g
3199,e,w,p,y,d
3200,p,w,l,y,p
3201,e,w,p,y,d
3202,e,w,p,v,d
3203,e,w,p,y,d
3204,p,w,l,y,g
3205,e,w,p,v,d
3206,e,w,p,y,d
3207,p,w,l,v,g
3208,p,w,p,s,d
3209,e,w,p,v,d
3210,p,w,l,v,d
3211,e,w,p,y,d
3212,e,w,p,v,d
3213,e,w,p,v,d
3214,e,w,p,v,d
3215,e,w,p,v,d
3216,e,w,p,v,d
3217,p,w,p,v,d
3218,e,w,p,y,d
3219,e,w,p,y,d
3220,e,w,p,y,d
3221,e,w,p,y,d
3222,e,w,p,y,d
3223,e,w,p,v,d
3224,e,w,p,y,d
3225,p,w,l,y,p
3226,p,w,p,v,d
3227,e,w,p,v,d
3228,e,w,p,v,d
3229,e,w,p,v,d
3230,p,w,l,y,p
3231,p,w,p,s,d
3232,p,w,l,y,p
3233,e,w,p,y,d
3234,p,w,l,v,g
3235,e,w,p,y,d
3236,e,w,p,y,d
3237,e,w,p,v,d
3238,p,w,l,v,d
3239,e,w,p,y,d
3240,e,w,p,v,d
3241,p,w,p,s,d
3242,p,w,l,y,g
3243,e,w,p,y,d
3244,p,w,l,y,d
3245,p,w,l,y,d
3246,e,w,p,v,d
3247,p,w,l,y,g
3248,e,w,p,y,d
3249,e,w,p,y,d
3250,e,w,p,v,d
3251,e,w,p,y,d
3252,p,w,p,s,d
3253,e,w,p,v,d
3254,e,w,p,v,d
3255,e,w,p,v,d
3256,e,w,p,v,d
3257,p,w,p,v,d
3258,p,w,l,y,g
3259,e,w,p,y,d
3260,e,w,p,y,d
3261,p,w,p,v,d
3262,e,w,p,y,d
3263,p,w,l,y,p
3264,p,w,l,y,p
3265,e,w,p,y,d
3266,e,w,p,v,d
3267,p,w,p,v,d
3268,p,w,l,v,d
3269,p,w,p,s,d
3270,e,w,p,v,d
3271,e,w,p,v,d
3272,e,w,p,y,d
3273,p,w,l,y,g
3274,e,w,p,y,d
3275,p,w,p,v,d
3276,p,w,l,v,d
3277,e,w,p,y,d
3278,e,w,p,y,d
3279,p,w,l,v,p
3280,p,w,l,v,p
3281,p,w,p,v,d
3282,e,w,p,v,d
3283,p,w,l,v,d
3284,e,w,p,y,d
3285,e,w,p,v,d
3286,e,w,p,y,d
3287,e,w,p,y,d
3288,e,w,p,y,d
3289,e,w,p,y,d
3290,e,w,p,y,d
3291,p,w,p,s,d
3292,e,w,p,v,d
3293,e,w,p,v,d
3294,p,w,p,s,d
3295,e,w,p,y,d
3296,e,w,p,v,d
3297,p,w,l,v,g
3298,e,w,p,v,d
3299,p,w,l,y,g
